"CodMun";"Municipio";"Pobloglog"
19016;"Algar de Mesa ";1
19017;"Algora ";1
19018;"Alhondiga ";1
19019;"Alique ";1
19020;"Almadrones ";1
19021;"Almoguera ";1
19022;"Almonacid de Zorita ";1
19023;"Alocen ";1
19024;"Alovera ";2
19027;"Alustante ";1
19031;"Angon ";0
19032;"Anguita ";1
19033;"Anquela del Ducado ";1
19034;"Anquela del Pedregal ";1
19036;"Aranzueque ";1
19037;"Arbancon ";1
19038;"Arbeteta ";1
19039;"Argecilla ";1
19040;"Armallones ";1
19041;"Armuna de Tajuna ";1
19042;"Arroyo de las Fraguas ";1
19043;"Atanzon ";1
19044;"Atienza ";1
19045;"Aunon ";1
19046;"Azuqueca de Henares ";2
19047;"Baides ";1
19048;"Banos de Tajo ";1
19049;"Banuelos ";1
19050;"Barriopedro ";1
19051;"Berninches ";1
19052;"Bodera, La ";1
19053;"Brihuega ";2
19054;"Budia ";1
19055;"Bujalaro ";1
19057;"Bustares ";1
19058;"Cabanillas del Campo ";2
19059;"Campillo de Duenas ";1
19060;"Campillo de Ranas ";1
19061;"Campisabalos ";1
19064;"Canredondo ";1
19065;"Cantalojas ";1
19066;"Canizar ";1
19067;"Cardoso de la Sierra, El ";1
19070;"Casa de Uceda ";1
19071;"Casar, El ";2
19073;"Casas de San Galindo ";1
19074;"Caspuenas ";1
19075;"Castejon de Henares ";1
19076;"Castellar de la Muela ";1
19078;"Castilforte ";1
19079;"Castilnuevo ";0
19080;"Cendejas de Enmedio ";1
19081;"Cendejas de la Torre ";1
19082;"Centenera ";1
19103;"Checa ";1
19104;"Chequilla ";1
19106;"Chillaron del Rey ";1
19105;"Chiloeches ";2
19086;"Cifuentes ";2
19087;"Cincovillas ";1
19088;"Ciruelas ";1
19089;"Ciruelos del Pinar ";1
19090;"Cobeta ";1
19091;"Cogollor ";1
19092;"Cogolludo ";1
19095;"Condemios de Abajo ";1
19096;"Condemios de Arriba ";1
19097;"Congostrina ";1
19098;"Copernal ";1
19099;"Corduente ";1
19102;"Cubillo de Uceda, El ";1
19107;"Driebes ";1
19108;"Duron ";1
19109;"Embid ";1
19110;"Escamilla ";1
19111;"Escariche ";1
19112;"Escopete ";1
19113;"Espinosa de Henares ";1
19114;"Esplegares ";1
19115;"Estables ";1
19116;"Estriegana ";1
19117;"Fontanar ";2
19118;"Fuembellida ";0
19119;"Fuencemillan ";1
19120;"Fuentelahiguera de Albatages ";1
19121;"Fuentelencina ";1
19122;"Fuentelsaz ";1
19123;"Fuentelviejo ";1
19124;"Fuentenovilla ";1
19125;"Gajanejos ";1
19126;"Galapagos ";2
19127;"Galve de Sorbe ";1
19129;"Gascuena de Bornova ";1
19130;"Guadalajara ";2
19132;"Henche ";1
19133;"Heras de Ayuso ";1
19134;"Herreria ";1
19135;"Hiendelaencina ";1
19136;"Hijes ";1
19138;"Hita ";1
19139;"Hombrados ";1
19142;"Hontoba ";1
19143;"Horche ";2
19145;"Hortezuela de Ocen ";1
19146;"Huerce, La ";1
19147;"Huermeces del Cerro ";1
19148;"Huertahernando ";1
19150;"Hueva ";1
19151;"Humanes ";1
19152;"Illana ";1
19153;"Iniestola ";1
19154;"Inviernas, Las ";1
19155;"Irueste ";1
19156;"Jadraque ";1
19157;"Jirueque ";1
19159;"Ledanca ";1
19160;"Loranca de Tajuna ";1
19161;"Lupiana ";1
19162;"Luzaga ";1
19163;"Luzon ";1
19165;"Majaelrayo ";1
19166;"Malaga del Fresno ";1
19167;"Malaguilla ";1
19168;"Mandayona ";1
19169;"Mantiel ";1
19170;"Maranchon ";1
19171;"Marchamalo ";2
19172;"Masegoso de Tajuna ";1
19173;"Matarrubia ";1
19174;"Matillas ";1
19175;"Mazarete ";1
19176;"Mazuecos ";1
19177;"Medranda ";1
19178;"Megina ";1
19179;"Membrillera ";1
19181;"Miedes de Atienza ";1
19182;"Mierla, La ";1
19184;"Millana ";1
19183;"Milmarcos ";1
19185;"Minosa, La ";1
19186;"Mirabueno ";1
19187;"Miralrio ";1
19188;"Mochales ";1
19189;"Mohernando ";1
19190;"Molina de Aragon ";2
19191;"Monasterio ";0
19192;"Mondejar ";2
19193;"Montarron ";1
19194;"Moratilla de los Meleros ";1
19195;"Morenilla ";1
19196;"Muduex ";1
19197;"Navas de Jadraque, Las ";1
19198;"Negredo ";1
19199;"Ocentejo ";1
19200;"Olivar, El ";1
19201;"Olmeda de Cobeta ";1
19202;"Olmeda de Jadraque, La ";1
19203;"Ordial, El ";1
19204;"Orea ";1
19208;"Palmaces de Jadraque ";1
19209;"Pardos ";1
19210;"Paredes de Siguenza ";1
19211;"Pareja ";1
19212;"Pastrana ";1
19213;"Pedregal, El ";1
19214;"Penalen ";1
19215;"Penalver ";1
19216;"Peralejos de las Truchas ";1
19217;"Peralveche ";1
19218;"Pinilla de Jadraque ";1
19219;"Pinilla de Molina ";1
19220;"Pioz ";2
19221;"Piqueras ";1
19222;"Pobo de Duenas, El ";1
19223;"Poveda de la Sierra ";1
19224;"Pozo de Almoguera ";1
19225;"Pozo de Guadalajara ";1
19226;"Pradena de Atienza ";1
19227;"Prados Redondos ";1
19228;"Puebla de Belena ";1
19229;"Puebla de Valles ";1
19230;"Quer ";1
19231;"Rebollosa de Jadraque ";0
19232;"Recuenco, El ";1
19233;"Renera ";1
19234;"Retiendas ";1
19235;"Riba de Saelices ";1
19237;"Rillo de Gallo ";1
19238;"Riofrio del Llano ";1
19239;"Robledillo de Mohernando ";1
19240;"Robledo de Corpes ";1
19241;"Romanillos de Atienza ";1
19242;"Romanones ";1
19243;"Rueda de la Sierra ";1
19244;"Sacecorbo ";1
19245;"Sacedon ";1
19246;"Saelices de la Sal ";1
19247;"Salmeron ";1
19248;"San Andres del Congosto ";1
19249;"San Andres del Rey ";1
19250;"Santiuste ";1
19251;"Sauca ";1
19252;"Sayaton ";1
19254;"Selas ";1
19901;"Semillas ";1
19255;"Setiles ";1
19256;"Sienes ";1
19257;"Siguenza ";2
19258;"Solanillos del Extremo ";1
19259;"Somolinos ";1
19260;"Sotillo, El ";1
19261;"Sotodosos ";1
19262;"Tamajon ";1
19263;"Taragudo ";1
19264;"Taravilla ";1
19265;"Tartanedo ";1
19266;"Tendilla ";1
19267;"Terzaga ";1
19268;"Tierzo ";1
19269;"Toba, La ";1
19271;"Tordellego ";1
19270;"Tordelrabano ";1
19272;"Tordesilos ";1
19274;"Torija ";1
19279;"Torre del Burgo ";1
19277;"Torrecuadrada de Molina ";1
19278;"Torrecuadradilla ";1
19280;"Torrejon del Rey ";2
19281;"Torremocha de Jadraque ";1
19282;"Torremocha del Campo ";1
19283;"Torremocha del Pinar ";1
19284;"Torremochuela ";0
19285;"Torrubia ";1
19286;"Tortola de Henares ";1
19287;"Tortuera ";1
19288;"Tortuero ";1
19289;"Traid ";1
19290;"Trijueque ";1
19291;"Trillo ";1
19293;"Uceda ";2
19294;"Ujados ";1
19296;"Utande ";1
19297;"Valdarachas ";1
19298;"Valdearenas ";1
19299;"Valdeavellano ";1
19300;"Valdeaveruelo ";1
19301;"Valdeconcha ";1
19302;"Valdegrudas ";1
19303;"Valdelcubo ";1
19304;"Valdenuno Fernandez ";1
19305;"Valdepenas de la Sierra ";1
19306;"Valderrebollo ";1
19307;"Valdesotos ";1
19308;"Valfermoso de Tajuna ";1
19309;"Valhermoso ";1
19310;"Valtablado del Rio ";0
19311;"Valverde de los Arroyos ";1
19314;"Viana de Jadraque ";1
19317;"Villanueva de Alcoron ";1
19318;"Villanueva de Argecilla ";1
19319;"Villanueva de la Torre ";2
19321;"Villares de Jadraque ";1
19322;"Villaseca de Henares ";1
19323;"Villaseca de Uceda ";1
19324;"Villel de Mesa ";1
19325;"Vinuelas ";1
19326;"Yebes ";2
19327;"Yebra ";1
19329;"Yelamos de Abajo ";1
19330;"Yelamos de Arriba ";1
19331;"Yunquera de Henares ";2
19332;"Yunta, La ";1
19333;"Zaorejas ";1
19334;"Zarzuela de Jadraque ";1
19335;"Zorita de los Canes ";1
20001;"Abaltzisketa ";1
20002;"Aduna ";1
20016;"Aia ";2
20003;"Aizarnazabal ";1
20004;"Albiztur ";1
20005;"Alegia ";2
20006;"Alkiza ";1
20906;"Altzaga ";1
20007;"Altzo ";1
20008;"Amezketa ";1
20009;"Andoain ";2
20010;"Anoeta ";2
20011;"Antzuola ";2
20012;"Arama ";1
20013;"Aretxabaleta ";2
20055;"Arrasate/Mondragon ";2
20014;"Asteasu ";1
20903;"Astigarraga ";2
20015;"Ataun ";2
20017;"Azkoitia ";2
20018;"Azpeitia ";2
20904;"Baliarrain ";1
20019;"Beasain ";2
20020;"Beizama ";1
20021;"Belauntza ";1
20022;"Berastegi ";1
20074;"Bergara ";2
20023;"Berrobi ";1
20024;"Bidania-Goiatz ";1
20029;"Deba ";2
20069;"Donostia/San Sebastian ";2
20030;"Eibar ";2
20031;"Elduain ";1
20033;"Elgeta ";1
20032;"Elgoibar ";2
20067;"Errenteria ";2
20066;"Errezil ";1
20034;"Eskoriatza ";2
20035;"Ezkio-Itsaso ";1
20038;"Gabiria ";1
20037;"Gaintza ";1
20907;"Gaztelu ";1
20039;"Getaria ";2
20040;"Hernani ";2
20041;"Hernialde ";1
20036;"Hondarribia ";2
20042;"Ibarra ";2
20043;"Idiazabal ";2
20044;"Ikaztegieta ";1
20045;"Irun ";2
20046;"Irura ";2
20047;"Itsasondo ";1
20048;"Larraul ";1
20902;"Lasarte-Oria ";2
20049;"Lazkao ";2
20050;"Leaburu ";1
20051;"Legazpi ";2
20052;"Legorreta ";1
20068;"Leintz-Gatzaga ";1
20053;"Lezo ";2
20054;"Lizartza ";1
20901;"Mendaro ";2
20057;"Mutiloa ";1
20056;"Mutriku ";2
20063;"Oiartzun ";2
20058;"Olaberria ";1
20059;"Onati ";2
20076;"Ordizia ";2
20905;"Orendain ";1
20060;"Orexa ";1
20061;"Orio ";2
20062;"Ormaiztegi ";1
20064;"Pasaia ";2
20070;"Segura ";1
20065;"Soraluze-Placencia de las Armas ";2
20071;"Tolosa ";2
20072;"Urnieta ";2
20077;"Urretxu ";2
20073;"Usurbil ";2
20075;"Villabona ";2
20078;"Zaldibia ";1
20079;"Zarautz ";2
20025;"Zegama ";1
20026;"Zerain ";1
20027;"Zestoa ";2
20028;"Zizurkil ";2
20081;"Zumaia ";2
20080;"Zumarraga ";2
21001;"Alajar ";1
21002;"Aljaraque ";2
21003;"Almendro, El ";1
21004;"Almonaster la Real ";2
21005;"Almonte ";2
21006;"Alosno ";2
21007;"Aracena ";2
21008;"Aroche ";2
21009;"Arroyomolinos de Leon ";1
21010;"Ayamonte ";2
21011;"Beas ";2
21012;"Berrocal ";1
21013;"Bollullos Par del Condado ";2
21014;"Bonares ";2
21015;"Cabezas Rubias ";1
21016;"Cala ";1
21017;"Calanas ";2
21018;"Campillo, El ";2
21019;"Campofrio ";1
21020;"Canaveral de Leon ";1
21021;"Cartaya ";2
21022;"Castano del Robledo ";1
21023;"Cerro de Andevalo, El ";2
21030;"Chucena ";2
21024;"Corteconcepcion ";1
21025;"Cortegana ";2
21026;"Cortelazor ";1
21027;"Cumbres de Enmedio ";1
21028;"Cumbres de San Bartolome ";1
21029;"Cumbres Mayores ";2
21031;"Encinasola ";1
21032;"Escacena del Campo ";2
21033;"Fuenteheridos ";1
21034;"Galaroza ";1
21035;"Gibraleon ";2
21036;"Granada de Rio-Tinto, La ";1
21037;"Granado, El ";1
21038;"Higuera de la Sierra ";1
21039;"Hinojales ";1
21040;"Hinojos ";2
21041;"Huelva ";2
21042;"Isla Cristina ";2
21043;"Jabugo ";2
21044;"Lepe ";2
21045;"Linares de la Sierra ";1
21046;"Lucena del Puerto ";2
21047;"Manzanilla ";2
21048;"Marines, Los ";1
21049;"Minas de Riotinto ";2
21050;"Moguer ";2
21051;"Nava, La ";1
21052;"Nerva ";2
21053;"Niebla ";2
21054;"Palma del Condado, La ";2
21055;"Palos de la Frontera ";2
21056;"Paterna del Campo ";2
21057;"Paymogo ";1
21058;"Puebla de Guzman ";2
21059;"Puerto Moral ";1
21060;"Punta Umbria ";2
21061;"Rociana del Condado ";2
21062;"Rosal de la Frontera ";2
21063;"San Bartolome de la Torre ";2
21064;"San Juan del Puerto ";2
21066;"San Silvestre de Guzman ";1
21065;"Sanlucar de Guadiana ";1
21067;"Santa Ana la Real ";1
21068;"Santa Barbara de Casa ";1
21069;"Santa Olalla del Cala ";2
21070;"Trigueros ";2
21071;"Valdelarco ";1
21072;"Valverde del Camino ";2
21073;"Villablanca ";2
21074;"Villalba del Alcor ";2
21075;"Villanueva de las Cruces ";1
21076;"Villanueva de los Castillejos ";2
21077;"Villarrasa ";2
21078;"Zalamea la Real ";2
21079;"Zufre ";1
22001;"Abiego ";1
22002;"Abizanda ";1
22003;"Adahuesca ";1
22004;"Aguero ";1
22907;"Ainsa-Sobrarbe ";2
22006;"Aisa ";1
22007;"Albalate de Cinca ";1
22008;"Albalatillo ";1
22009;"Albelda ";1
22011;"Albero Alto ";1
22012;"Albero Bajo ";1
22013;"Alberuela de Tubo ";1
22014;"Alcala de Gurrea ";1
22015;"Alcala del Obispo ";1
22016;"Alcampell ";1
22017;"Alcolea de Cinca ";1
22018;"Alcubierre ";1
22019;"Alerre ";1
22020;"Alfantega ";1
22021;"Almudevar ";2
22022;"Almunia de San Juan ";1
22023;"Almuniente ";1
22024;"Alquezar ";1
22025;"Altorricon ";1
22027;"Angues ";1
22028;"Anso ";1
22029;"Antillon ";1
22032;"Aragues del Puerto ";1
22035;"Aren ";1
22036;"Argavieso ";1
22037;"Arguis ";1
22039;"Ayerbe ";1
22040;"Azanuy-Alins ";1
22041;"Azara ";1
22042;"Azlor ";1
22043;"Baells ";1
22044;"Bailo ";1
22045;"Baldellou ";1
22046;"Ballobar ";1
22047;"Banastas ";1
22048;"Barbastro ";2
22049;"Barbues ";1
22050;"Barbunales ";1
22051;"Barcabo ";1
22052;"Belver de Cinca ";1
22053;"Benabarre ";1
22054;"Benasque ";2
22246;"Beranuy ";1
22055;"Berbegal ";1
22057;"Bielsa ";1
22058;"Bierge ";1
22059;"Biescas ";1
22060;"Binaced ";1
22061;"Binefar ";2
22062;"Bisaurri ";1
22063;"Biscarrues ";1
22064;"Blecua y Torres ";1
22066;"Boltana ";1
22067;"Bonansa ";1
22068;"Borau ";1
22069;"Broto ";1
22072;"Caldearenas ";1
22074;"Campo ";1
22075;"Camporrells ";1
22076;"Canal de Berdun ";1
22077;"Candasnos ";1
22078;"Canfranc ";1
22079;"Capdesaso ";1
22080;"Capella ";1
22081;"Casbas de Huesca ";1
22083;"Castejon de Monegros ";1
22084;"Castejon de Sos ";1
22082;"Castejon del Puente ";1
22085;"Castelflorite ";1
22086;"Castiello de Jaca ";1
22087;"Castigaleu ";1
22088;"Castillazuelo ";1
22089;"Castillonroy ";1
22094;"Chalamera ";1
22095;"Chia ";1
22096;"Chimillas ";1
22090;"Colungo ";1
22099;"Esplus ";1
22102;"Estada ";1
22103;"Estadilla ";1
22105;"Estopinan del Castillo ";1
22106;"Fago ";1
22107;"Fanlo ";1
22109;"Fiscal ";1
22110;"Fonz ";1
22111;"Foradada del Toscar ";1
22112;"Fraga ";2
22113;"Fueva, La ";1
22114;"Gistain ";1
22115;"Grado, El ";1
22116;"Granen ";2
22117;"Graus ";2
22119;"Gurrea de Gallego ";1
22122;"Hoz de Jaca ";1
22908;"Hoz y Costean ";1
22124;"Huerto ";1
22125;"Huesca ";2
22126;"Ibieca ";1
22127;"Igries ";1
22128;"Ilche ";1
22129;"Isabena ";1
22130;"Jaca ";2
22131;"Jasa ";1
22133;"Labuerda ";1
22135;"Laluenga ";1
22136;"Lalueza ";1
22137;"Lanaja ";1
22139;"Laperdiguera ";1
22141;"Lascellas-Ponzano ";1
22142;"Lascuarre ";1
22143;"Laspaules ";1
22144;"Laspuna ";1
22149;"Loarre ";1
22150;"Loporzano ";1
22151;"Loscorrales ";1
22905;"Lupinen-Ortilla ";1
22155;"Monesma y Cajigar ";1
22156;"Monflorite-Lascasas ";1
22157;"Montanuy ";1
22158;"Monzon ";2
22160;"Naval ";1
22162;"Novales ";1
22163;"Nueno ";1
22164;"Olvena ";1
22165;"Ontinena ";1
22167;"Osso de Cinca ";1
22168;"Palo ";1
22170;"Panticosa ";1
22172;"Penalba ";1
22173;"Penas de Riglos, Las ";1
22174;"Peralta de Alcofea ";1
22175;"Peralta de Calasanz ";1
22176;"Peraltilla ";1
22177;"Perarrua ";1
22178;"Pertusa ";1
22181;"Piraces ";1
22182;"Plan ";1
22184;"Polenino ";1
22186;"Pozan de Vero ";1
22187;"Puebla de Castro, La ";1
22188;"Puente de Montanana ";1
22902;"Puente la Reina de Jaca ";1
22189;"Puertolas ";1
22190;"Pueyo de Araguas, El ";1
22193;"Pueyo de Santa Cruz ";1
22195;"Quicena ";1
22197;"Robres ";1
22199;"Sabinanigo ";2
22200;"Sahun ";1
22201;"Salas Altas ";1
22202;"Salas Bajas ";1
22203;"Salillas ";1
22204;"Sallent de Gallego ";1
22205;"San Esteban de Litera ";1
22207;"San Juan de Plan ";1
22903;"San Miguel del Cinca ";1
22206;"Sangarren ";1
22208;"Santa Cilia ";1
22209;"Santa Cruz de la Seros ";1
22906;"Santa Maria de Dulcis ";1
22212;"Santaliestra y San Quilez ";1
22213;"Sarinena ";2
22214;"Secastilla ";1
22215;"Seira ";1
22217;"Sena ";1
22218;"Senes de Alcubierre ";1
22220;"Sesa ";1
22221;"Sesue ";1
22222;"Sietamo ";1
22223;"Sopeira ";1
22904;"Sotonera, La ";1
22225;"Tamarite de Litera ";2
22226;"Tardienta ";1
22227;"Tella-Sin ";1
22228;"Tierz ";1
22229;"Tolva ";1
22230;"Torla-Ordesa ";1
22232;"Torralba de Aragon ";1
22233;"Torre la Ribera ";1
22234;"Torrente de Cinca ";1
22235;"Torres de Alcanadre ";1
22236;"Torres de Barbues ";1
22239;"Tramaced ";1
22242;"Valfarta ";1
22243;"Valle de Bardaji ";1
22901;"Valle de Hecho ";1
22244;"Valle de Lierp ";1
22245;"Velilla de Cinca ";1
22909;"Vencillon ";1
22247;"Viacamp y Litera ";1
22248;"Vicien ";1
22249;"Villanova ";1
22250;"Villanua ";1
22251;"Villanueva de Sigena ";1
22252;"Yebra de Basa ";1
22253;"Yesero ";1
22254;"Zaidin ";2
23001;"Albanchez de Magina ";1
23002;"Alcala la Real ";2
23003;"Alcaudete ";2
23004;"Aldeaquemada ";1
23005;"Andujar ";2
23006;"Arjona ";2
23007;"Arjonilla ";2
23008;"Arquillos ";2
23905;"Arroyo del Ojanco ";2
23009;"Baeza ";2
23010;"Bailen ";2
23011;"Banos de la Encina ";2
23012;"Beas de Segura ";2
23902;"Bedmar y Garciez ";2
23014;"Begijar ";2
23015;"Belmez de la Moraleda ";2
23016;"Benatae ";1
23017;"Cabra del Santo Cristo ";2
23018;"Cambil ";2
23019;"Campillo de Arenas ";2
23020;"Canena ";2
23021;"Carboneros ";1
23901;"Carcheles ";1
23024;"Carolina, La ";2
23025;"Castellar ";2
23026;"Castillo de Locubin ";2
23027;"Cazalilla ";1
23028;"Cazorla ";2
23029;"Chiclana de Segura ";1
23030;"Chilluevar ";1
23031;"Escanuela ";1
23032;"Espeluy ";1
23033;"Frailes ";2
23034;"Fuensanta de Martos ";2
23035;"Fuerte del Rey ";1
23037;"Genave ";1
23038;"Guardia de Jaen, La ";2
23039;"Guarroman ";2
23041;"Higuera de Calatrava ";1
23042;"Hinojares ";1
23043;"Hornos ";1
23044;"Huelma ";2
23045;"Huesa ";2
23046;"Ibros ";2
23047;"Iruela, La ";2
23048;"Iznatoraf ";1
23049;"Jabalquinto ";2
23050;"Jaen ";2
23051;"Jamilena ";2
23052;"Jimena ";1
23053;"Jodar ";2
23040;"Lahiguera ";2
23054;"Larva ";1
23055;"Linares ";2
23056;"Lopera ";2
23057;"Lupion ";1
23058;"Mancha Real ";2
23059;"Marmolejo ";2
23060;"Martos ";2
23061;"Mengibar ";2
23062;"Montizon ";2
23063;"Navas de San Juan ";2
23064;"Noalejo ";2
23065;"Orcera ";2
23066;"Peal de Becerro ";2
23067;"Pegalajar ";2
23069;"Porcuna ";2
23070;"Pozo Alcon ";2
23071;"Puente de Genave ";2
23072;"Puerta de Segura, La ";2
23073;"Quesada ";2
23074;"Rus ";2
23075;"Sabiote ";2
23076;"Santa Elena ";1
23077;"Santiago de Calatrava ";1
23904;"Santiago-Pontones ";2
23079;"Santisteban del Puerto ";2
23080;"Santo Tome ";2
23081;"Segura de la Sierra ";2
23082;"Siles ";2
23084;"Sorihuela del Guadalimar ";1
23085;"Torreblascopedro ";2
23086;"Torredelcampo ";2
23087;"Torredonjimeno ";2
23088;"Torreperogil ";2
23090;"Torres ";1
23091;"Torres de Albanchez ";1
23092;"ubeda ";2
23093;"Valdepenas de Jaen ";2
23094;"Vilches ";2
23095;"Villacarrillo ";2
23096;"Villanueva de la Reina ";2
23097;"Villanueva del Arzobispo ";2
23098;"Villardompardo ";1
23099;"Villares, Los ";2
23101;"Villarrodrigo ";1
23903;"Villatorres ";2
24001;"Acebedo ";1
24002;"Algadefe ";1
24003;"Alija del Infantado ";1
24004;"Almanza ";1
24005;"Antigua, La ";1
24006;"Ardon ";1
24007;"Arganza ";1
24008;"Astorga ";2
24009;"Balboa ";1
24010;"Baneza, La ";2
24011;"Barjas ";1
24012;"Barrios de Luna, Los ";1
24014;"Bembibre ";2
24015;"Benavides ";2
24016;"Benuza ";1
24017;"Bercianos del Paramo ";1
24018;"Bercianos del Real Camino ";1
24019;"Berlanga del Bierzo ";1
24020;"Boca de Huergano ";1
24021;"Bonar ";2
24022;"Borrenes ";1
24023;"Brazuelo ";1
24024;"Burgo Ranero, El ";1
24025;"Buron ";1
24026;"Bustillo del Paramo ";1
24027;"Cabanas Raras ";1
24028;"Cabreros del Rio ";1
24029;"Cabrillanes ";1
24030;"Cacabelos ";2
24031;"Calzada del Coto ";1
24032;"Campazas ";1
24033;"Campo de Villavidel ";1
24034;"Camponaraya ";2
24036;"Candin ";1
24037;"Carmenes ";1
24038;"Carracedelo ";2
24039;"Carrizo ";2
24040;"Carrocera ";1
24041;"Carucedo ";1
24042;"Castilfale ";1
24043;"Castrillo de Cabrera ";1
24044;"Castrillo de la Valduerna ";1
24046;"Castrocalbon ";1
24047;"Castrocontrigo ";1
24049;"Castropodame ";2
24050;"Castrotierra de Valmadrigal ";1
24051;"Cea ";1
24052;"Cebanico ";1
24053;"Cebrones del Rio ";1
24065;"Chozas de Abajo ";2
24054;"Cimanes de la Vega ";1
24055;"Cimanes del Tejar ";1
24056;"Cistierna ";2
24057;"Congosto ";1
24058;"Corbillos de los Oteros ";1
24059;"Corullon ";1
24060;"Cremenes ";1
24061;"Cuadros ";2
24062;"Cubillas de los Oteros ";1
24063;"Cubillas de Rueda ";1
24064;"Cubillos del Sil ";2
24066;"Destriana ";1
24067;"Encinedo ";1
24068;"Ercina, La ";1
24069;"Escobar de Campos ";1
24070;"Fabero ";2
24071;"Folgoso de la Ribera ";1
24073;"Fresno de la Vega ";1
24074;"Fuentes de Carbajal ";1
24076;"Garrafe de Torio ";1
24077;"Gordaliza del Pino ";1
24078;"Gordoncillo ";1
24079;"Gradefes ";1
24080;"Grajal de Campos ";1
24081;"Gusendos de los Oteros ";1
24082;"Hospital de orbigo ";1
24083;"Iguena ";1
24084;"Izagre ";1
24086;"Joarilla de las Matas ";1
24087;"Laguna Dalga ";1
24088;"Laguna de Negrillos ";1
24089;"Leon ";2
24092;"Llamas de la Ribera ";1
24090;"Lucillo ";1
24091;"Luyego ";1
24093;"Magaz de Cepeda ";1
24094;"Mansilla de las Mulas ";2
24095;"Mansilla Mayor ";1
24096;"Marana ";1
24097;"Matadeon de los Oteros ";1
24098;"Matallana de Torio ";1
24099;"Matanza ";1
24100;"Molinaseca ";1
24101;"Murias de Paredes ";1
24102;"Noceda del Bierzo ";1
24103;"Oencia ";1
24104;"Omanas, Las ";1
24105;"Onzonilla ";2
24106;"Oseja de Sajambre ";1
24107;"Pajares de los Oteros ";1
24108;"Palacios de la Valduerna ";1
24109;"Palacios del Sil ";1
24110;"Paramo del Sil ";1
24112;"Peranzanes ";1
24113;"Pobladura de Pelayo Garcia ";1
24114;"Pola de Gordon, La ";2
24115;"Ponferrada ";2
24116;"Posada de Valdeon ";1
24117;"Pozuelo del Paramo ";1
24118;"Prado de la Guzpena ";1
24119;"Priaranza del Bierzo ";1
24120;"Prioro ";1
24121;"Puebla de Lillo ";1
24122;"Puente de Domingo Florez ";1
24123;"Quintana del Castillo ";1
24124;"Quintana del Marco ";1
24125;"Quintana y Congosto ";1
24127;"Regueras de Arriba ";1
24129;"Reyero ";1
24130;"Riano ";1
24131;"Riego de la Vega ";1
24132;"Riello ";1
24133;"Rioseco de Tapia ";1
24134;"Robla, La ";2
24136;"Roperuelos del Paramo ";1
24137;"Sabero ";1
24139;"Sahagun ";2
24141;"San Adrian del Valle ";1
24142;"San Andres del Rabanedo ";2
24144;"San Cristobal de la Polantera ";1
24145;"San Emiliano ";1
24146;"San Esteban de Nogales ";1
24148;"San Justo de la Vega ";2
24149;"San Millan de los Caballeros ";1
24150;"San Pedro Bercianos ";1
